"","age","sex","educ","province","vote_liberal","vote_conservative","vote_ndp","vote_bloc","vote_green","vote_people","vote_other"
"24100",45,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24101",52,"Male","Highschool Diploma","Quebec",0,0,1,0,0,0,0
"24102",61,"Female","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24103",64,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24104",66,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24105",35,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24106",55,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24107",58,"Male",NA,"Quebec",0,0,0,1,0,0,0
"24108",23,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24109",35,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24110",32,"Female","Highschool Diploma","Alberta",0,0,0,0,1,0,0
"24111",100,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24112",68,"Female",NA,"Ontario",0,1,0,0,0,0,0
"24113",70,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24114",73,"Male","Undergraduate Degree","Quebec",0,1,0,0,0,0,0
"24115",55,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24116",32,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24117",40,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24118",44,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"24119",76,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24120",58,"Female","Highschool Diploma","New Brunswick",0,0,0,0,1,0,0
"24121",35,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24122",44,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24123",23,"Female","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24124",68,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24125",71,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24126",57,"Female","Undergraduate Degree","Manitoba",0,0,1,0,0,0,0
"24127",54,"Male","Graduate Degree","Quebec",0,0,0,0,1,0,0
"24128",69,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24129",60,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24130",83,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"24131",65,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"24132",61,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24133",64,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24134",33,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24135",26,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24136",84,"Male",NA,"Quebec",0,1,0,0,0,0,0
"24137",68,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24138",78,"Female",NA,"New Brunswick",0,0,1,0,0,0,0
"24139",33,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24140",24,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24141",58,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24142",37,"Female",NA,"Ontario",0,1,0,0,0,0,0
"24143",40,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24144",62,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24145",61,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24146",44,"Male","Graduate Degree","Quebec",0,0,1,0,0,0,0
"24147",74,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24148",41,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"24149",51,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24150",28,"Male",NA,"Quebec",0,0,0,0,1,0,0
"24151",39,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24152",60,"Male",NA,"Manitoba",1,0,0,0,0,0,0
"24153",38,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"24154",66,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"24155",53,"Male",NA,"Ontario",0,1,0,0,0,0,0
"24156",28,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"24157",61,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24158",59,"Male",NA,"Quebec",1,0,0,0,0,0,0
"24159",61,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24160",73,"Male",NA,"Ontario",0,1,0,0,0,0,0
"24161",66,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24162",71,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"24163",19,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24164",29,"Female",NA,"New Brunswick",0,0,1,0,0,0,0
"24165",71,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"24166",56,"Male","Graduate Degree","Quebec",0,0,0,1,0,0,0
"24167",63,"Female",NA,"New Brunswick",0,1,0,0,0,0,0
"24168",72,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24169",30,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24170",25,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"24171",61,"Male","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24172",69,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24173",49,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24174",58,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24175",61,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24176",42,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24177",45,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24178",56,"Female",NA,"New Brunswick",0,1,0,0,0,0,0
"24179",30,"Female",NA,"Ontario",1,0,0,0,0,0,0
"24180",73,"Male","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24181",20,"Male","No Highschool Diploma","Quebec",0,0,0,0,0,1,0
"24182",30,"Female","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24183",59,"Female",NA,"Ontario",1,0,0,0,0,0,0
"24184",45,"Female",NA,"Ontario",1,0,0,0,0,0,0
"24185",39,"Female","Graduate Degree","Newfoundland and Labrador",0,0,1,0,0,0,0
"24186",56,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24187",44,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24188",67,"Female",NA,"Manitoba",1,0,0,0,0,0,0
"24189",56,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24190",65,"Male",NA,"Ontario",0,0,1,0,0,0,0
"24191",30,"Male","No Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24192",56,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24193",25,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"24194",76,"Male","Graduate Degree","Ontario",0,0,0,0,1,0,0
"24195",29,"Female","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"24196",73,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"24197",22,"Male","Highschool Diploma","New Brunswick",0,0,1,0,0,0,0
"24198",23,"Female",NA,"Quebec",0,1,0,0,0,0,0
"24199",28,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24200",36,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"24201",32,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24202",66,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24203",60,"Female",NA,"Ontario",1,0,0,0,0,0,0
"24204",43,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24205",35,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"24206",43,"Male","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24207",20,"Male","No Highschool Diploma","Quebec",0,0,0,0,1,0,0
"24208",34,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"24209",49,"Female","Undergraduate Degree","Manitoba",1,0,0,0,0,0,0
"24210",63,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24211",32,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"24212",66,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24213",29,"Female","Undergraduate Degree","Manitoba",0,1,0,0,0,0,0
"24214",32,"Female","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"24215",23,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24216",52,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"24217",29,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24218",70,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"24219",75,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24220",27,"Female","Graduate Degree","New Brunswick",1,0,0,0,0,0,0
"24221",27,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"24222",70,"Female","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24223",62,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24224",54,"Male",NA,"Quebec",0,1,0,0,0,0,0
"24225",62,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24226",27,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"24227",74,"Male","Highschool Diploma","Newfoundland and Labrador",1,0,0,0,0,0,0
"24228",32,"Female","No Highschool Diploma","Manitoba",0,0,1,0,0,0,0
"24229",52,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24230",62,"Male",NA,"Quebec",0,0,0,1,0,0,0
"24231",22,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24232",73,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"24233",52,"Female","Undergraduate Degree","Alberta",0,0,1,0,0,0,0
"24234",34,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"24235",54,"Male","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24236",58,"Female","Highschool Diploma","Saskatchewan",0,0,1,0,0,0,0
"24237",25,"Male","Highschool Diploma","Saskatchewan",0,0,1,0,0,0,0
"24238",60,"Male","Highschool Diploma","New Brunswick",1,0,0,0,0,0,0
"24239",39,"Female",NA,"Quebec",0,0,1,0,0,0,0
"24240",26,"Male","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24241",54,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24242",85,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24243",72,"Male","No Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24244",65,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24245",23,"Male",NA,"Ontario",0,0,1,0,0,0,0
"24246",26,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24247",36,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24248",56,"Male",NA,"Ontario",0,0,0,0,1,0,0
"24249",61,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24250",29,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24251",72,"Female",NA,"Ontario",0,0,0,0,0,1,0
"24252",49,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24253",30,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24254",74,"Male","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"24255",33,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"24256",36,"Female",NA,"Quebec",0,0,1,0,0,0,0
"24257",36,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24258",30,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24259",61,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"24260",70,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"24261",62,"Male","Graduate Degree","Quebec",0,0,1,0,0,0,0
"24262",61,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24263",38,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24264",20,"Female","Graduate Degree","Ontario",0,0,0,0,1,0,0
"24265",50,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24266",29,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24267",47,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"24268",36,"Female","Graduate Degree","Ontario",0,0,0,0,1,0,0
"24269",63,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"24270",71,"Male",NA,"Ontario",0,0,1,0,0,0,0
"24271",33,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24272",39,"Male",NA,"Ontario",0,0,0,0,1,0,0
"24273",22,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24274",31,"Female","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24275",35,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24276",69,"Male",NA,"Newfoundland and Labrador",1,0,0,0,0,0,0
"24277",50,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"24278",25,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24279",51,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24280",32,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"24281",40,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24282",27,"Female","Undergraduate Degree","Newfoundland and Labrador",0,0,1,0,0,0,0
"24283",57,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"24284",60,"Female",NA,"Newfoundland and Labrador",1,0,0,0,0,0,0
"24285",39,"Male","Graduate Degree","Quebec",0,0,1,0,0,0,0
"24286",58,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24287",61,"Female",NA,"Quebec",1,0,0,0,0,0,0
"24288",77,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24289",25,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24290",21,"Male","Undergraduate Degree","Ontario",0,0,0,0,0,1,0
"24291",67,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"24292",30,"Female",NA,"Manitoba",0,1,0,0,0,0,0
"24293",70,"Female","Graduate Degree","Saskatchewan",0,1,0,0,0,0,0
"24294",73,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24295",57,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"24296",62,"Male",NA,"Ontario",0,0,1,0,0,0,0
"24297",58,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"24298",23,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"24299",74,"Female","Graduate Degree","British Columbia",0,1,0,0,0,0,0
"24300",66,"Male","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"24301",60,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24302",27,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24303",60,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24304",42,"Female","Highschool Diploma","Manitoba",0,0,1,0,0,0,0
"24305",40,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24306",37,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24307",27,"Female","Highschool Diploma","Manitoba",0,0,1,0,0,0,0
"24308",44,"Female",NA,"Newfoundland and Labrador",0,1,0,0,0,0,0
"24309",34,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24310",83,"Male","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24311",55,"Female","No Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24312",55,"Female","Undergraduate Degree","Manitoba",0,0,0,0,1,0,0
"24313",46,"Female","Undergraduate Degree","Ontario",0,0,0,0,0,1,0
"24314",54,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24315",31,"Female","Graduate Degree","Ontario",0,0,0,0,1,0,0
"24316",22,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"24317",33,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"24318",73,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24319",61,"Male",NA,"Ontario",0,0,0,0,1,0,0
"24320",65,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24321",59,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24322",29,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24323",72,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24324",62,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"24325",33,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24326",30,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24327",69,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24328",53,"Male","Graduate Degree","Alberta",0,1,0,0,0,0,0
"24329",57,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24330",50,"Male","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"24331",33,"Male","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"24332",71,"Female",NA,"Ontario",0,1,0,0,0,0,0
"24333",64,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24334",70,"Male","Undergraduate Degree","British Columbia",0,0,1,0,0,0,0
"24335",64,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24336",61,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24337",45,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24338",32,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24339",30,"Male","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"24340",58,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24341",59,"Female","No Highschool Diploma","Newfoundland and Labrador",0,1,0,0,0,0,0
"24342",67,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24343",19,"Female","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24344",31,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24345",23,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24346",21,"Male","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"24347",63,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"24348",68,"Male","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"24349",71,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24350",57,"Female","Highschool Diploma","Manitoba",1,0,0,0,0,0,0
"24351",62,"Female",NA,"British Columbia",0,0,1,0,0,0,0
"24352",34,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24353",57,"Male","Graduate Degree","British Columbia",0,1,0,0,0,0,0
"24354",34,"Male","Graduate Degree","Ontario",0,0,0,0,1,0,0
"24355",55,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"24356",66,"Male",NA,"Saskatchewan",0,1,0,0,0,0,0
"24357",69,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24358",59,"Female",NA,"Newfoundland and Labrador",1,0,0,0,0,0,0
"24359",49,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24360",60,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24361",77,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24362",37,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24363",62,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24364",24,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"24365",30,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24366",32,"Female","Graduate Degree","Ontario",0,0,1,0,0,0,0
"24367",35,"Male","Graduate Degree","British Columbia",0,0,0,0,1,0,0
"24368",20,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24369",71,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24370",77,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24371",29,"Female","Undergraduate Degree","British Columbia",0,0,1,0,0,0,0
"24372",34,"Male",NA,"Quebec",1,0,0,0,0,0,0
"24373",68,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24374",30,"Male","Undergraduate Degree","New Brunswick",0,0,0,0,1,0,0
"24375",80,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"24376",76,"Male","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24377",69,"Male","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"24378",46,"Male",NA,"Alberta",1,0,0,0,0,0,0
"24379",46,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24380",41,"Female","Highschool Diploma","Newfoundland and Labrador",0,0,1,0,0,0,0
"24381",37,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24382",32,"Male","Graduate Degree","British Columbia",0,0,1,0,0,0,0
"24383",59,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24384",69,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24385",69,"Male","Graduate Degree","British Columbia",0,0,0,0,0,0,1
"24386",67,"Male","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"24387",72,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24388",61,"Female",NA,"Ontario",1,0,0,0,0,0,0
"24389",41,"Female","Undergraduate Degree","British Columbia",0,0,0,0,1,0,0
"24390",45,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"24391",48,"Female","Graduate Degree","New Brunswick",1,0,0,0,0,0,0
"24392",65,"Female","Undergraduate Degree","Manitoba",0,0,0,0,1,0,0
"24393",32,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24394",50,"Female",NA,"Saskatchewan",0,0,0,0,1,0,0
"24395",41,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24396",47,"Male",NA,"Quebec",1,0,0,0,0,0,0
"24397",67,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24398",73,"Female",NA,"Alberta",0,1,0,0,0,0,0
"24399",75,"Male",NA,"Ontario",0,0,1,0,0,0,0
"24400",73,"Female",NA,"Ontario",0,1,0,0,0,0,0
"24401",36,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24402",64,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"24403",46,"Female",NA,"Ontario",0,0,1,0,0,0,0
"24404",35,"Female",NA,"Manitoba",0,1,0,0,0,0,0
"24405",47,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24406",40,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24407",31,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24408",35,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"24409",76,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"24410",68,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24411",28,"Female","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"24412",71,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24413",62,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24414",64,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"24415",58,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"24416",36,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24417",64,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"24418",76,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"24419",55,"Male","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"24420",35,"Female","Graduate Degree","British Columbia",0,0,0,0,0,1,0
"24421",71,"Female",NA,"British Columbia",0,0,0,0,1,0,0
"24422",52,"Female",NA,"Ontario",0,0,0,0,1,0,0
"24423",40,"Male","Graduate Degree","Manitoba",0,0,0,0,1,0,0
"24424",23,"Male",NA,"Ontario",1,0,0,0,0,0,0
"24425",30,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24426",32,"Female","Highschool Diploma","Alberta",0,0,0,0,0,1,0
"24427",26,"Female",NA,"Ontario",0,0,1,0,0,0,0
"24428",68,"Female",NA,"Quebec",0,1,0,0,0,0,0
"24429",91,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24430",63,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24431",58,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24432",52,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24433",72,"Male","Graduate Degree","Manitoba",1,0,0,0,0,0,0
"24434",67,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24435",31,"Male","Undergraduate Degree","Quebec",0,0,0,0,1,0,0
"24436",64,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24437",31,"Male","Graduate Degree","Ontario",0,0,0,0,0,1,0
"24438",61,"Female",NA,"Saskatchewan",0,1,0,0,0,0,0
"24439",71,"Female","Graduate Degree","British Columbia",0,0,1,0,0,0,0
"24440",36,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"24441",56,"Male","Undergraduate Degree","Alberta",0,0,1,0,0,0,0
"24442",84,"Male","Graduate Degree","Ontario",0,0,0,0,0,1,0
"24443",32,"Female","Highschool Diploma","Newfoundland and Labrador",0,0,1,0,0,0,0
"24444",65,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24445",80,"Male",NA,"Quebec",1,0,0,0,0,0,0
"24446",68,"Male","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"24447",31,"Female","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"24448",60,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24449",82,"Male","Graduate Degree","British Columbia",0,0,0,0,1,0,0
"24450",34,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"24451",52,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"24452",62,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24453",73,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24454",42,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24455",87,"Male",NA,"New Brunswick",1,0,0,0,0,0,0
"24456",70,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"24457",48,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"24458",20,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24459",22,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"24460",46,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"24461",72,"Male",NA,"Alberta",0,1,0,0,0,0,0
"24462",56,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"24463",30,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"24464",48,"Male","Highschool Diploma","Alberta",0,0,0,0,1,0,0
"24465",80,"Female","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"24466",59,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"24467",53,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"24468",43,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"24469",20,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"24470",59,"Female","Highschool Diploma","Saskatchewan",0,0,1,0,0,0,0
"24471",33,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
